index,code,batch,batch_position,id,name,category,image
26,026,3,6,duck_leg,鸭腿,poultry,assets/images/ingredients/026_duck_leg.webp
27,027,3,7,goose,鹅肉,poultry,assets/images/ingredients/027_goose.webp
28,028,3,8,pigeon,乳鸽,poultry,assets/images/ingredients/028_pigeon.webp
29,029,3,9,grass_carp,草鱼,seafood,assets/images/ingredients/029_grass_carp.webp
30,030,3,10,common_carp,鲤鱼,seafood,assets/images/ingredients/030_common_carp.webp
31,031,4,1,crucian_carp,鲫鱼,seafood,assets/images/ingredients/031_crucian_carp.webp
32,032,4,2,sea_bass,鲈鱼,seafood,assets/images/ingredients/032_sea_bass.webp
33,033,4,3,mandarin_fish,鳜鱼,seafood,assets/images/ingredients/033_mandarin_fish.webp
34,034,4,4,snakehead,黑鱼,seafood,assets/images/ingredients/034_snakehead.webp
35,035,4,5,tilapia,罗非鱼,seafood,assets/images/ingredients/035_tilapia.webp
36,036,4,6,yellow_croaker,黄花鱼,seafood,assets/images/ingredients/036_yellow_croaker.webp
37,037,4,7,hairtail,带鱼,seafood,assets/images/ingredients/037_hairtail.webp
38,038,4,8,pomfret,鲳鱼,seafood,assets/images/ingredients/038_pomfret.webp
39,039,4,9,salmon,三文鱼,seafood,assets/images/ingredients/039_salmon.webp
40,040,4,10,tuna,金枪鱼,seafood,assets/images/ingredients/040_tuna.webp
41,041,5,1,shrimp,白虾,seafood,assets/images/ingredients/041_shrimp.webp
42,042,5,2,river_shrimp,河虾,seafood,assets/images/ingredients/042_river_shrimp.webp
43,043,5,3,prawn,基围虾,seafood,assets/images/ingredients/043_prawn.webp
44,044,5,4,crayfish,小龙虾,seafood,assets/images/ingredients/044_crayfish.webp
45,045,5,5,crab,梭子蟹,seafood,assets/images/ingredients/045_crab.webp
46,046,5,6,mitten_crab,大闸蟹,seafood,assets/images/ingredients/046_mitten_crab.webp
47,047,5,7,scallop,扇贝,seafood,assets/images/ingredients/047_scallop.webp
48,048,5,8,oyster,生蚝,seafood,assets/images/ingredients/048_oyster.webp
49,049,5,9,clam,花蛤,seafood,assets/images/ingredients/049_clam.webp
50,050,5,10,razor_clam,蛏子,seafood,assets/images/ingredients/050_razor_clam.webp
51,051,6,1,mussel,青口贝,seafood,assets/images/ingredients/051_mussel.webp
52,052,6,2,squid,鱿鱼,seafood,assets/images/ingredients/052_squid.webp
53,053,6,3,cuttlefish,墨鱼,seafood,assets/images/ingredients/053_cuttlefish.webp
54,054,6,4,octopus,章鱼,seafood,assets/images/ingredients/054_octopus.webp
55,055,6,5,sea_cucumber,海参,seafood,assets/images/ingredients/055_sea_cucumber.webp
56,056,6,6,abalone,鲍鱼,seafood,assets/images/ingredients/056_abalone.webp
57,057,6,7,napa_cabbage,大白菜,vegetable,assets/images/ingredients/057_napa_cabbage.webp
58,058,6,8,cabbage,圆白菜,vegetable,assets/images/ingredients/058_cabbage.webp
59,059,6,9,bok_choy,小白菜,vegetable,assets/images/ingredients/059_bok_choy.webp
60,060,6,10,spinach,菠菜,vegetable,assets/images/ingredients/060_spinach.webp
61,061,7,1,lettuce,生菜,vegetable,assets/images/ingredients/061_lettuce.webp
62,062,7,2,romaine,油麦菜,vegetable,assets/images/ingredients/062_romaine.webp
63,063,7,3,water_spinach,空心菜,vegetable,assets/images/ingredients/063_water_spinach.webp
64,064,7,4,chive,韭菜,vegetable,assets/images/ingredients/064_chive.webp
65,065,7,5,celery,芹菜,vegetable,assets/images/ingredients/065_celery.webp
66,066,7,6,cilantro,香菜,vegetable,assets/images/ingredients/066_cilantro.webp
67,067,7,7,broccoli,西兰花,vegetable,assets/images/ingredients/067_broccoli.webp
68,068,7,8,cauliflower,菜花,vegetable,assets/images/ingredients/068_cauliflower.webp
69,069,7,9,tomato,番茄,vegetable,assets/images/ingredients/069_tomato.webp
70,070,7,10,cucumber,黄瓜,vegetable,assets/images/ingredients/070_cucumber.webp
71,071,8,1,eggplant,茄子,vegetable,assets/images/ingredients/071_eggplant.webp
72,072,8,2,zucchini,西葫芦,vegetable,assets/images/ingredients/072_zucchini.webp
73,073,8,3,winter_melon,冬瓜,vegetable,assets/images/ingredients/073_winter_melon.webp
74,074,8,4,pumpkin,南瓜,vegetable,assets/images/ingredients/074_pumpkin.webp
75,075,8,5,bitter_melon,苦瓜,vegetable,assets/images/ingredients/075_bitter_melon.webp
76,076,8,6,luffa,丝瓜,vegetable,assets/images/ingredients/076_luffa.webp
77,077,8,7,green_pepper,青椒,vegetable,assets/images/ingredients/077_green_pepper.webp
78,078,8,8,red_pepper,红椒,vegetable,assets/images/ingredients/078_red_pepper.webp
79,079,8,9,chili_pepper,鲜辣椒,vegetable,assets/images/ingredients/079_chili_pepper.webp
80,080,8,10,potato,土豆,vegetable,assets/images/ingredients/080_potato.webp
81,081,9,1,sweet_potato,红薯,vegetable,assets/images/ingredients/081_sweet_potato.webp
82,082,9,2,taro,芋头,vegetable,assets/images/ingredients/082_taro.webp
83,083,9,3,lotus_root,莲藕,vegetable,assets/images/ingredients/083_lotus_root.webp
84,084,9,4,white_radish,白萝卜,vegetable,assets/images/ingredients/084_white_radish.webp
85,085,9,5,carrot,胡萝卜,vegetable,assets/images/ingredients/085_carrot.webp
86,086,9,6,yam,山药,vegetable,assets/images/ingredients/086_yam.webp
87,087,9,7,bamboo_shoot,鲜竹笋,vegetable,assets/images/ingredients/087_bamboo_shoot.webp
88,088,9,8,bean_sprout,黄豆芽,vegetable,assets/images/ingredients/088_bean_sprout.webp
89,089,9,9,mung_bean_sprout,绿豆芽,vegetable,assets/images/ingredients/089_mung_bean_sprout.webp
90,090,9,10,green_bean,四季豆,vegetable,assets/images/ingredients/090_green_bean.webp
91,091,10,1,shiitake,鲜香菇,vegetable,assets/images/ingredients/091_shiitake.webp
92,092,10,2,oyster_mushroom,平菇,vegetable,assets/images/ingredients/092_oyster_mushroom.webp
93,093,10,3,enoki_mushroom,金针菇,vegetable,assets/images/ingredients/093_enoki_mushroom.webp
94,094,10,4,king_oyster_mushroom,杏鲍菇,vegetable,assets/images/ingredients/094_king_oyster_mushroom.webp
95,095,10,5,apple,苹果,fruit,assets/images/ingredients/095_apple.webp
96,096,10,6,pear,梨,fruit,assets/images/ingredients/096_pear.webp
97,097,10,7,banana,香蕉,fruit,assets/images/ingredients/097_banana.webp
98,098,10,8,orange,橙子,fruit,assets/images/ingredients/098_orange.webp
99,099,10,9,mandarin,橘子,fruit,assets/images/ingredients/099_mandarin.webp
100,100,10,10,lemon,柠檬,fruit,assets/images/ingredients/100_lemon.webp
101,101,11,1,lime,青柠,fruit,assets/images/ingredients/101_lime.webp
102,102,11,2,pineapple,菠萝,fruit,assets/images/ingredients/102_pineapple.webp
103,103,11,3,watermelon,西瓜,fruit,assets/images/ingredients/103_watermelon.webp
104,104,11,4,grape,葡萄,fruit,assets/images/ingredients/104_grape.webp
105,105,11,5,strawberry,草莓,fruit,assets/images/ingredients/105_strawberry.webp
106,106,11,6,mango,芒果,fruit,assets/images/ingredients/106_mango.webp
107,107,11,7,peach,桃子,fruit,assets/images/ingredients/107_peach.webp
108,108,11,8,kiwi,猕猴桃,fruit,assets/images/ingredients/108_kiwi.webp
109,109,11,9,rice,大米,grain,assets/images/ingredients/109_rice.webp
110,110,11,10,glutinous_rice,糯米,grain,assets/images/ingredients/110_glutinous_rice.webp
111,111,12,1,brown_rice,糙米,grain,assets/images/ingredients/111_brown_rice.webp
112,112,12,2,millet,小米,grain,assets/images/ingredients/112_millet.webp
113,113,12,3,cornmeal,玉米面,grain,assets/images/ingredients/113_cornmeal.webp
114,114,12,4,wheat_flour,中筋面粉,grain,assets/images/ingredients/114_wheat_flour.webp
115,115,12,5,high_gluten_flour,高筋面粉,grain,assets/images/ingredients/115_high_gluten_flour.webp
116,116,12,6,low_gluten_flour,低筋面粉,grain,assets/images/ingredients/116_low_gluten_flour.webp
117,117,12,7,whole_wheat_flour,全麦面粉,grain,assets/images/ingredients/117_whole_wheat_flour.webp
118,118,12,8,dried_noodle,挂面,grain,assets/images/ingredients/118_dried_noodle.webp
119,119,12,9,rice_noodle,米粉,grain,assets/images/ingredients/119_rice_noodle.webp
120,120,12,10,oats,燕麦,grain,assets/images/ingredients/120_oats.webp
121,121,13,1,soybean,黄豆,bean,assets/images/ingredients/121_soybean.webp
122,122,13,2,tofu,北豆腐,bean,assets/images/ingredients/122_tofu.webp
123,123,13,3,firm_tofu,老豆腐,bean,assets/images/ingredients/123_firm_tofu.webp
124,124,13,4,silken_tofu,嫩豆腐,bean,assets/images/ingredients/124_silken_tofu.webp
125,125,13,5,dried_tofu,豆干,bean,assets/images/ingredients/125_dried_tofu.webp
126,126,13,6,tofu_skin,豆皮,bean,assets/images/ingredients/126_tofu_skin.webp
127,127,13,7,mung_bean,绿豆,bean,assets/images/ingredients/127_mung_bean.webp
128,128,13,8,red_bean,红豆,bean,assets/images/ingredients/128_red_bean.webp
129,129,13,9,black_bean,黑豆,bean,assets/images/ingredients/129_black_bean.webp
130,130,13,10,broad_bean,蚕豆,bean,assets/images/ingredients/130_broad_bean.webp
131,131,14,1,egg,鸡蛋,egg,assets/images/ingredients/131_egg.webp
132,132,14,2,duck_egg,鸭蛋,egg,assets/images/ingredients/132_duck_egg.webp
133,133,14,3,quail_egg,鹌鹑蛋,egg,assets/images/ingredients/133_quail_egg.webp
134,134,14,4,century_egg,皮蛋,egg,assets/images/ingredients/134_century_egg.webp
135,135,14,5,milk,牛奶,dairy,assets/images/ingredients/135_milk.webp
136,136,14,6,cream,淡奶油,dairy,assets/images/ingredients/136_cream.webp
137,137,14,7,butter,黄油,dairy,assets/images/ingredients/137_butter.webp
138,138,14,8,cheese,奶酪,dairy,assets/images/ingredients/138_cheese.webp
139,139,14,9,yogurt,酸奶,dairy,assets/images/ingredients/139_yogurt.webp
140,140,14,10,condensed_milk,炼乳,dairy,assets/images/ingredients/140_condensed_milk.webp
141,141,15,1,salt,食盐,seasoning,assets/images/ingredients/141_salt.webp
142,142,15,2,sugar,白砂糖,seasoning,assets/images/ingredients/142_sugar.webp
143,143,15,3,rock_sugar,冰糖,seasoning,assets/images/ingredients/143_rock_sugar.webp
144,144,15,4,soy_sauce,生抽,seasoning,assets/images/ingredients/144_soy_sauce.webp
145,145,15,5,dark_soy_sauce,老抽,seasoning,assets/images/ingredients/145_dark_soy_sauce.webp
146,146,15,6,vinegar,白醋,seasoning,assets/images/ingredients/146_vinegar.webp
147,147,15,7,rice_vinegar,米醋,seasoning,assets/images/ingredients/147_rice_vinegar.webp
148,148,15,8,black_vinegar,陈醋,seasoning,assets/images/ingredients/148_black_vinegar.webp
149,149,15,9,oyster_sauce,蚝油,seasoning,assets/images/ingredients/149_oyster_sauce.webp
150,150,15,10,cooking_wine,料酒,seasoning,assets/images/ingredients/150_cooking_wine.webp
151,151,16,1,chili_sauce,辣椒酱,seasoning,assets/images/ingredients/151_chili_sauce.webp
152,152,16,2,doubanjiang,郫县豆瓣酱,seasoning,assets/images/ingredients/152_doubanjiang.webp
153,153,16,3,soybean_paste,黄豆酱,seasoning,assets/images/ingredients/153_soybean_paste.webp
154,154,16,4,sweet_bean_paste,甜面酱,seasoning,assets/images/ingredients/154_sweet_bean_paste.webp
155,155,16,5,hoisin_sauce,海鲜酱,seasoning,assets/images/ingredients/155_hoisin_sauce.webp
156,156,16,6,ketchup,番茄酱,seasoning,assets/images/ingredients/156_ketchup.webp
157,157,16,7,mustard,芥末,seasoning,assets/images/ingredients/157_mustard.webp
158,158,16,8,pepper_powder,黑胡椒粉,seasoning,assets/images/ingredients/158_pepper_powder.webp
159,159,16,9,white_pepper,白胡椒粉,seasoning,assets/images/ingredients/159_white_pepper.webp
160,160,16,10,sichuan_pepper,花椒,seasoning,assets/images/ingredients/160_sichuan_pepper.webp
161,161,17,1,star_anise,八角,seasoning,assets/images/ingredients/161_star_anise.webp
162,162,17,2,cinnamon,桂皮,seasoning,assets/images/ingredients/162_cinnamon.webp
163,163,17,3,bay_leaf,香叶,seasoning,assets/images/ingredients/163_bay_leaf.webp
164,164,17,4,cumin,孜然,seasoning,assets/images/ingredients/164_cumin.webp
165,165,17,5,five_spice,五香粉,seasoning,assets/images/ingredients/165_five_spice.webp
166,166,17,6,msg,味精,seasoning,assets/images/ingredients/166_msg.webp
167,167,17,7,chicken_powder,鸡精,seasoning,assets/images/ingredients/167_chicken_powder.webp
168,168,17,8,baking_soda,食用小苏打,seasoning,assets/images/ingredients/168_baking_soda.webp
169,169,17,9,soybean_oil,大豆油,oil,assets/images/ingredients/169_soybean_oil.webp
170,170,17,10,rapeseed_oil,菜籽油,oil,assets/images/ingredients/170_rapeseed_oil.webp
171,171,18,1,peanut_oil,花生油,oil,assets/images/ingredients/171_peanut_oil.webp
172,172,18,2,corn_oil,玉米油,oil,assets/images/ingredients/172_corn_oil.webp
173,173,18,3,sunflower_oil,葵花籽油,oil,assets/images/ingredients/173_sunflower_oil.webp
174,174,18,4,sesame_oil,芝麻油,oil,assets/images/ingredients/174_sesame_oil.webp
175,175,18,5,lard,猪油,oil,assets/images/ingredients/175_lard.webp
176,176,18,6,dried_shiitake,干香菇,dry_goods,assets/images/ingredients/176_dried_shiitake.webp
177,177,18,7,dried_wood_ear,干木耳,dry_goods,assets/images/ingredients/177_dried_wood_ear.webp
178,178,18,8,dried_tremella,银耳,dry_goods,assets/images/ingredients/178_dried_tremella.webp
179,179,18,9,dried_daylily,黄花菜,dry_goods,assets/images/ingredients/179_dried_daylily.webp
180,180,18,10,vermicelli,粉丝,dry_goods,assets/images/ingredients/180_vermicelli.webp
181,181,19,1,bean_thread_noodle,红薯粉条,dry_goods,assets/images/ingredients/181_bean_thread_noodle.webp
182,182,19,2,dried_seaweed,紫菜,dry_goods,assets/images/ingredients/182_dried_seaweed.webp
183,183,19,3,dried_kelp,干海带,dry_goods,assets/images/ingredients/183_dried_kelp.webp
184,184,19,4,dried_shrimp,虾皮,dry_goods,assets/images/ingredients/184_dried_shrimp.webp
185,185,19,5,dried_scallop,干贝,dry_goods,assets/images/ingredients/185_dried_scallop.webp
186,186,19,6,dried_anchovy,小鱼干,dry_goods,assets/images/ingredients/186_dried_anchovy.webp
187,187,19,7,peanut,花生米,dry_goods,assets/images/ingredients/187_peanut.webp
188,188,19,8,cashew,腰果,dry_goods,assets/images/ingredients/188_cashew.webp
189,189,19,9,walnut,核桃仁,dry_goods,assets/images/ingredients/189_walnut.webp
190,190,19,10,black_sesame,黑芝麻,dry_goods,assets/images/ingredients/190_black_sesame.webp
191,191,20,1,white_sesame,白芝麻,dry_goods,assets/images/ingredients/191_white_sesame.webp
192,192,20,2,dried_chili,干辣椒,dry_goods,assets/images/ingredients/192_dried_chili.webp
193,193,20,3,dried_date,红枣,dry_goods,assets/images/ingredients/193_dried_date.webp
194,194,20,4,goji_berry,枸杞,dry_goods,assets/images/ingredients/194_goji_berry.webp
195,195,20,5,lotus_seed,莲子,dry_goods,assets/images/ingredients/195_lotus_seed.webp
196,196,20,6,dried_lily_bulb,百合干,dry_goods,assets/images/ingredients/196_dried_lily_bulb.webp
197,197,20,7,dried_tangerine_peel,陈皮,dry_goods,assets/images/ingredients/197_dried_tangerine_peel.webp
198,198,20,8,dried_longan,桂圆干,dry_goods,assets/images/ingredients/198_dried_longan.webp
199,199,20,9,dried_plum,话梅,dry_goods,assets/images/ingredients/199_dried_plum.webp
200,200,20,10,dried_bamboo_shoot,笋干,dry_goods,assets/images/ingredients/200_dried_bamboo_shoot.webp
201,201,21,1,preserved_mustard,梅干菜,dry_goods,assets/images/ingredients/201_preserved_mustard.webp
202,202,21,2,pickled_radish,萝卜干,dry_goods,assets/images/ingredients/202_pickled_radish.webp
203,203,21,3,pickled_cabbage,酸菜,dry_goods,assets/images/ingredients/203_pickled_cabbage.webp
204,204,21,4,mineral_water,矿泉水,beverage,assets/images/ingredients/204_mineral_water.webp
205,205,21,5,soda_water,苏打水,beverage,assets/images/ingredients/205_soda_water.webp
206,206,21,6,cola,可乐,beverage,assets/images/ingredients/206_cola.webp
207,207,21,7,lemon_soda,柠檬汽水,beverage,assets/images/ingredients/207_lemon_soda.webp
208,208,21,8,orange_juice,橙汁,beverage,assets/images/ingredients/208_orange_juice.webp
209,209,21,9,apple_juice,苹果汁,beverage,assets/images/ingredients/209_apple_juice.webp
210,210,21,10,coconut_milk,椰奶,beverage,assets/images/ingredients/210_coconut_milk.webp
211,211,22,1,soy_milk,豆浆,beverage,assets/images/ingredients/211_soy_milk.webp
212,212,22,2,green_tea_drink,绿茶饮料,beverage,assets/images/ingredients/212_green_tea_drink.webp
213,213,22,3,black_tea_drink,红茶饮料,beverage,assets/images/ingredients/213_black_tea_drink.webp
214,214,22,4,potato_starch,马铃薯淀粉,other,assets/images/ingredients/214_potato_starch.webp
215,215,22,5,corn_starch,玉米淀粉,other,assets/images/ingredients/215_corn_starch.webp
216,216,22,6,dumpling_wrapper,饺子皮,other,assets/images/ingredients/216_dumpling_wrapper.webp
217,217,22,7,wonton_wrapper,馄饨皮,other,assets/images/ingredients/217_wonton_wrapper.webp
218,218,22,8,spring_roll_wrapper,春卷皮,other,assets/images/ingredients/218_spring_roll_wrapper.webp
219,219,22,9,breadcrumbs,面包糠,other,assets/images/ingredients/219_breadcrumbs.webp
220,220,22,10,gelatin,明胶,other,assets/images/ingredients/220_gelatin.webp
